id;person_id;building_id;scandate;scantime;in_out;created_at;updated_at
1404;52;1;2023-03-17;9:22:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1405;52;1;2023-03-17;19:02:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1406;78;1;2023-03-17;10:06:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1407;78;1;2023-03-17;20:02:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1408;23;2;2023-03-17;7:28:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1409;23;2;2023-03-17;18:45:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1410;27;3;2023-03-17;6:12:14;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1411;27;3;2023-03-17;18:09:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1412;79;5;2023-03-17;6:25:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1413;79;5;2023-03-17;16:26:51;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1414;47;4;2023-03-17;8:31:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1415;47;4;2023-03-17;17:02:46;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1416;59;5;2023-03-17;9:17:56;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1417;59;5;2023-03-17;19:37:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1418;29;4;2023-03-17;10:16:48;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1419;25;2;2023-03-17;8:09:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1420;25;2;2023-03-17;16:01:50;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1421;3;2;2023-03-17;7:52:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1422;3;2;2023-03-17;18:04:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1423;46;5;2023-03-17;9:00:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1424;2;3;2023-03-17;9:43:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1425;2;3;2023-03-17;17:54:50;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1426;43;4;2023-03-17;10:13:41;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1427;43;4;2023-03-17;20:09:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1428;56;2;2023-03-17;7:05:26;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1429;56;2;2023-03-17;19:07:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1430;8;3;2023-03-17;7:47:52;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1431;8;3;2023-03-17;18:03:29;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1432;61;5;2023-03-17;6:32:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1433;61;5;2023-03-17;20:47:50;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1434;40;1;2023-03-17;9:41:37;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1435;40;1;2023-03-17;17:45:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1436;19;3;2023-03-17;10:20:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1437;19;3;2023-03-17;17:36:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1438;50;3;2023-03-17;6:32:00;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1439;50;3;2023-03-17;18:15:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1440;54;5;2023-03-18;7:33:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1441;54;5;2023-03-18;17:04:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1442;44;4;2023-03-18;7:59:11;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1443;44;4;2023-03-18;15:27:27;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1444;45;3;2023-03-18;6:59:16;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1445;45;3;2023-03-18;20:03:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1446;10;4;2023-03-18;10:24:56;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1447;10;4;2023-03-18;15:26:18;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1448;24;5;2023-03-18;6:52:25;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1449;24;5;2023-03-18;19:31:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1450;65;3;2023-03-18;7:34:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1451;65;3;2023-03-18;15:02:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1452;73;3;2023-03-18;6:20:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1453;73;3;2023-03-18;19:14:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1454;16;5;2023-03-18;7:14:30;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1455;9;5;2023-03-18;9:19:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1456;9;5;2023-03-18;20:25:21;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1457;7;2;2023-03-18;6:47:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1458;74;1;2023-03-18;10:15:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1459;74;1;2023-03-18;19:10:41;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1460;1;3;2023-03-18;6:27:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1461;1;3;2023-03-18;17:33:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1462;30;3;2023-03-18;10:39:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1463;30;3;2023-03-18;17:08:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1464;49;1;2023-03-18;7:04:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1465;49;1;2023-03-18;18:30:58;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1466;15;1;2023-03-18;7:59:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1467;69;4;2023-03-18;10:34:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1468;41;2;2023-03-18;6:07:13;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1469;41;2;2023-03-18;16:12:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1470;68;4;2023-03-18;6:39:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1471;68;4;2023-03-18;17:33:00;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1472;22;4;2023-03-18;8:17:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1473;22;4;2023-03-18;19:41:32;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1474;76;2;2023-03-18;6:18:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1475;76;2;2023-03-18;19:22:50;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1476;58;4;2023-03-18;9:18:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1477;58;4;2023-03-18;17:35:38;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1478;11;5;2023-03-18;10:47:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1479;11;5;2023-03-18;16:12:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1480;20;3;2023-03-18;7:31:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1481;72;4;2023-03-18;8:13:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1482;72;4;2023-03-18;17:19:35;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1483;14;5;2023-03-18;9:10:17;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1484;14;5;2023-03-18;18:23:55;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1485;75;3;2023-03-18;7:54:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1486;75;3;2023-03-18;18:12:23;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1487;26;4;2023-03-18;7:35:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1488;26;4;2023-03-18;19:58:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1489;80;4;2023-03-18;7:14:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1490;38;5;2023-03-18;8:31:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1491;38;5;2023-03-18;16:50:22;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1492;28;2;2023-03-18;8:46:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1493;6;4;2023-03-18;10:30:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1494;6;4;2023-03-18;18:48:21;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1495;5;4;2023-03-18;8:10:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1496;5;4;2023-03-18;17:02:58;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1497;12;4;2023-03-18;7:25:05;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1498;12;4;2023-03-18;19:08:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1499;17;4;2023-03-18;7:59:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1500;17;4;2023-03-18;19:17:26;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1501;31;5;2023-03-18;6:06:39;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1502;31;5;2023-03-18;17:47:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1503;18;4;2023-03-18;7:40:58;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1504;18;4;2023-03-18;16:55:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1505;62;5;2023-03-18;6:41:18;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1506;62;5;2023-03-18;15:10:56;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1507;77;3;2023-03-18;7:05:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1508;77;3;2023-03-18;18:31:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1509;53;2;2023-03-18;7:10:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1510;53;2;2023-03-18;17:57:08;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1511;60;3;2023-03-18;8:00:07;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1512;60;3;2023-03-18;16:26:11;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1513;34;1;2023-03-18;10:12:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1514;34;1;2023-03-18;16:29:24;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1515;51;5;2023-03-18;9:44:58;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1516;51;5;2023-03-18;16:08:16;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1517;57;2;2023-03-18;7:00:54;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1518;57;2;2023-03-18;15:39:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1519;63;4;2023-03-18;7:09:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1520;63;4;2023-03-18;18:16:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1521;55;1;2023-03-18;8:44:04;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1522;55;1;2023-03-18;17:02:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1523;4;5;2023-03-18;10:21:36;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1524;4;5;2023-03-18;20:17:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1525;35;2;2023-03-18;10:51:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1526;35;2;2023-03-18;20:56:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1527;66;1;2023-03-18;10:35:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1528;66;1;2023-03-18;16:09:32;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1529;39;2;2023-03-18;8:50:41;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1530;39;2;2023-03-18;19:18:38;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1531;36;4;2023-03-18;9:09:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1532;36;4;2023-03-18;17:18:22;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1533;70;1;2023-03-18;7:34:42;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1534;70;1;2023-03-18;18:58:42;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1535;52;5;2023-03-18;8:10:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1536;52;5;2023-03-18;19:25:08;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1537;78;1;2023-03-18;6:12:30;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1538;78;1;2023-03-18;20:41:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1539;23;4;2023-03-18;10:52:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1540;23;4;2023-03-18;19:42:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1541;27;5;2023-03-18;6:50:50;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1542;27;5;2023-03-18;17:31:44;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1543;79;1;2023-03-18;7:06:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1544;47;3;2023-03-18;8:14:48;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1545;47;3;2023-03-18;20:22:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1546;59;1;2023-03-18;6:21:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1547;59;1;2023-03-18;16:02:27;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1548;29;2;2023-03-18;8:15:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1549;29;2;2023-03-18;17:53:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1550;25;4;2023-03-18;10:49:15;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1551;25;4;2023-03-18;19:28:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1552;3;3;2023-03-18;8:51:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1553;3;3;2023-03-18;16:59:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1554;46;3;2023-03-18;8:12:46;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1555;2;1;2023-03-18;10:59:33;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1556;2;1;2023-03-18;20:59:39;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1557;43;4;2023-03-18;8:19:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1558;43;4;2023-03-18;18:45:46;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1559;56;4;2023-03-18;10:16:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1560;8;3;2023-03-18;8:05:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1561;8;3;2023-03-18;15:40:39;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1562;61;3;2023-03-18;9:50:16;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1563;61;3;2023-03-18;17:40:34;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1564;40;2;2023-03-18;7:05:39;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1565;40;2;2023-03-18;18:13:14;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1566;19;4;2023-03-18;7:56:38;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1567;19;4;2023-03-18;20:51:37;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1568;50;5;2023-03-18;9:02:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1569;50;5;2023-03-18;15:21:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1570;54;2;2023-03-19;6:30:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1571;54;2;2023-03-19;19:25:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1572;44;1;2023-03-19;9:10:59;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1573;45;3;2023-03-19;6:20:45;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1574;45;3;2023-03-19;17:15:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1575;10;2;2023-03-19;9:27:53;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1576;10;2;2023-03-19;16:44:35;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1577;24;4;2023-03-19;7:05:24;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1578;24;4;2023-03-19;17:45:24;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1579;65;2;2023-03-19;6:48:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1580;65;2;2023-03-19;20:19:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1581;73;4;2023-03-19;7:56:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1582;73;4;2023-03-19;17:55:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1583;16;3;2023-03-19;9:05:27;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1584;16;3;2023-03-19;17:48:27;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1585;9;1;2023-03-19;10:34:23;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1586;9;1;2023-03-19;20:59:52;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1587;7;1;2023-03-19;8:21:30;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1588;7;1;2023-03-19;16:16:18;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1589;74;3;2023-03-19;7:53:26;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1590;74;3;2023-03-19;16:45:13;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1591;1;5;2023-03-19;6:18:04;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1592;1;5;2023-03-19;20:46:25;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1593;30;3;2023-03-19;8:46:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1594;30;3;2023-03-19;19:51:20;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1595;49;3;2023-03-19;7:52:41;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1596;49;3;2023-03-19;19:33:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1597;15;1;2023-03-19;8:57:54;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1598;15;1;2023-03-19;16:33:31;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1599;69;5;2023-03-19;10:47:51;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1600;69;5;2023-03-19;15:46:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1601;41;4;2023-03-19;7:14:09;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1602;68;5;2023-03-19;8:41:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1603;68;5;2023-03-19;18:31:26;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1604;22;2;2023-03-19;8:51:16;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1605;22;2;2023-03-19;19:00:25;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1606;76;1;2023-03-19;6:36:12;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1607;58;1;2023-03-19;7:30:55;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1608;58;1;2023-03-19;18:27:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1609;11;1;2023-03-19;9:33:35;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1610;11;1;2023-03-19;19:59:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1611;20;5;2023-03-19;8:05:34;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1612;72;5;2023-03-19;7:38:36;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1613;72;5;2023-03-19;18:23:30;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1614;14;1;2023-03-19;6:09:05;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1615;14;1;2023-03-19;17:14:13;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1616;75;5;2023-03-19;10:07:48;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1617;75;5;2023-03-19;17:15:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1618;26;2;2023-03-19;9:54:56;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1619;80;1;2023-03-19;7:07:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1620;80;1;2023-03-19;17:54:13;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1621;38;4;2023-03-19;8:16:42;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1622;38;4;2023-03-19;19:44:49;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1623;28;2;2023-03-19;7:00:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1624;28;2;2023-03-19;15:50:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1625;6;5;2023-03-19;8:48:32;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1626;5;4;2023-03-19;10:38:57;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1627;5;4;2023-03-19;18:40:36;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1628;12;3;2023-03-19;9:34:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1629;12;3;2023-03-19;18:22:59;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1630;17;1;2023-03-19;6:45:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1631;31;2;2023-03-19;10:24:06;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1632;31;2;2023-03-19;19:38:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1633;18;1;2023-03-19;9:15:25;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1634;62;3;2023-03-19;9:14:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1635;62;3;2023-03-19;15:32:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1636;77;3;2023-03-19;9:23:17;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1637;77;3;2023-03-19;16:37:29;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1638;53;1;2023-03-19;7:38:47;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1639;53;1;2023-03-19;16:35:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1640;60;4;2023-03-19;8:07:18;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1641;60;4;2023-03-19;16:50:44;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1642;34;2;2023-03-19;6:36:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1643;51;5;2023-03-19;6:40:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1644;51;5;2023-03-19;17:39:09;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1645;57;2;2023-03-19;6:09:06;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1646;57;2;2023-03-19;20:53:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1647;63;3;2023-03-19;9:01:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1648;63;3;2023-03-19;15:13:53;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1649;55;3;2023-03-19;6:02:11;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1650;4;4;2023-03-19;10:22:08;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1651;4;4;2023-03-19;16:45:47;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1652;35;2;2023-03-19;10:36:54;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1653;35;2;2023-03-19;16:13:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1654;66;2;2023-03-19;9:48:17;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1655;39;5;2023-03-19;10:43:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1656;39;5;2023-03-19;18:39:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1657;36;2;2023-03-19;9:48:20;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1658;36;2;2023-03-19;15:35:43;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1659;70;5;2023-03-19;10:37:22;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1660;70;5;2023-03-19;18:24:03;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1661;52;3;2023-03-19;9:20:02;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1662;52;3;2023-03-19;20:32:17;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1663;78;4;2023-03-19;6:24:44;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1664;78;4;2023-03-19;20:19:27;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1665;23;4;2023-03-19;7:36:37;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1666;23;4;2023-03-19;16:19:19;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1667;27;2;2023-03-19;10:36:35;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1668;27;2;2023-03-19;17:47:56;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1669;79;2;2023-03-19;8:32:00;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1670;47;5;2023-03-19;9:55:30;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1671;47;5;2023-03-19;20:17:06;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1672;59;1;2023-03-19;7:44:49;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1673;59;1;2023-03-19;16:43:42;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1674;29;1;2023-03-19;8:53:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1675;29;1;2023-03-19;15:33:12;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1676;25;1;2023-03-19;6:48:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1677;25;1;2023-03-19;16:23:02;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1678;3;2;2023-03-19;9:54:03;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1679;46;5;2023-03-19;9:22:35;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1680;46;5;2023-03-19;15:49:15;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1681;2;5;2023-03-19;8:21:31;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1682;43;1;2023-03-19;9:36:10;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1683;43;1;2023-03-19;17:49:07;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1684;56;5;2023-03-19;7:18:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1685;8;4;2023-03-19;9:54:19;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1686;8;4;2023-03-19;20:01:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1687;61;4;2023-03-19;10:50:35;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1688;61;4;2023-03-19;16:37:01;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1689;40;4;2023-03-19;7:13:58;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1690;40;4;2023-03-19;15:53:10;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1691;19;2;2023-03-19;8:52:40;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1692;19;2;2023-03-19;17:56:33;out;2023-03-27 15:12:47;2023-03-27 15:12:47
1693;50;4;2023-03-19;7:14:18;in;2023-03-27 15:12:47;2023-03-27 15:12:47
1694;50;4;2023-03-19;17:47:54;out;2023-03-27 15:12:47;2023-03-27 15:12:47
